Cliente,Saída,Chegada,Estadia (em dias),Estrelas,Orçamento (em reais)
1645,BSB,REC,6,5,4400
1646,FLN,FLN,7,3,4500
1647,SAO,MCZ,5,3,2100
1648,BSB,PMW,8,3,2200
1649,FLN,PMW,4,4,2100
1650,FLN,FLN,10,4,3300
1651,MCZ,SAO,7,4,2600
1652,BSB,RIO,5,4,5900
1653,PMW,BSB,8,3,5600
1654,PMW,POA,2,3,3700
1655,SP,BH,10,3,3200
1656,BSB,MCZ,10,4,3300
1657,FLN,SAO,5,4,4300
1658,POA,MCZ,2,4,2300
1659,SSA,PMW,6,3,5200
1660,BSB,MCZ,5,4,5000
1661,SAO,SAO,8,5,5200
1662,BSB,PMW,5,5,4100
1663,FLN,SAO,2,3,4100
1664,SSA,MCZ,10,5,5100
1665,POA,MCZ,4,5,3400
1666,PMW,MCZ,9,5,4700
1667,RIO,SSA,8,3,3800
1668,BH,BSB,10,4,4600
1669,BH,POA,9,4,5300
1670,FLN,SAO,2,3,3000
1671,BH,POA,5,3,4500
1672,POA,PMW,6,5,5400
1673,SAO,SSA,8,5,3800
1674,MCZ,PMW,9,4,4800
1675,SSA,PMW,3,3,2400
1676,RIO,POA,2,3,2400
1677,BSB,RIO,10,3,3100
1678,SP,MCZ,9,3,5200
1679,POA,SAO,3,4,3300
1680,FLN,BSB,3,5,5100
1681,PMW,MCZ,7,4,2500
1682,REC,SAO,6,4,5700
1683,RIO,REC,6,4,2900
1684,FLN,BSB,9,3,2600
1685,FLN,SAO,6,4,2200
1686,POA,RIO,3,5,3800
1687,FLN,MCZ,7,3,2700
1688,BH,FLN,6,5,4200
1689,SP,FLN,6,3,5100
1690,PMW,RIO,2,5,4400
1691,BH,RIO,7,3,3700
1692,BH,MCZ,3,5,5200
1693,POA,RIO,3,4,4600
1694,FLN,RIO,4,5,2500
1695,SAO,FLN,5,4,5600
1696,SSA,FLN,7,5,3000
1697,SP,PMW,8,4,2600
1698,POA,RIO,2,3,5600
1699,PMW,PMW,2,3,3400
1700,RIO,MCZ,5,4,2300
1701,RIO,PMW,6,3,2900
1702,SAO,SSA,9,4,4500
1703,BH,BH,2,5,2800
1704,SP,FLN,4,3,4600
1705,SP,BH,10,4,2300
1706,BSB,FLN,9,4,5300
1707,REC,SAO,4,5,2700
1708,POA,SAO,10,4,4400
1709,BH,PMW,9,4,5000
1710,RIO,PMW,9,5,3100
1711,MCZ,SAO,3,5,4300
1712,MCZ,POA,10,4,2800
1713,BH,SAO,4,4,5100
1714,RIO,PMW,10,5,5900
1715,FLN,MCZ,3,4,4100
1716,PMW,BSB,7,3,5300
1717,MCZ,PMW,6,5,3600
1718,POA,PMW,3,4,2400
1719,RIO,BH,8,4,2000
1720,SSA,SAO,3,4,5500
1721,RIO,SAO,7,3,4500
1722,SSA,SAO,5,5,4900
1723,POA,BSB,4,3,2400
1724,BSB,SAO,5,3,5000
1725,MCZ,POA,8,4,4600
1726,BSB,BH,4,4,4100
1727,SP,RIO,4,3,5500
1728,PMW,REC,7,5,2400
1729,FLN,BH,8,3,3100
1730,SAO,SSA,7,3,3500
1731,PMW,POA,10,3,5400
1732,SSA,MCZ,9,4,4000
1733,PMW,MCZ,8,3,2500
1734,SAO,REC,3,4,4200
1735,BH,MCZ,4,4,4200
1736,FLN,SAO,10,3,2200
1737,BSB,POA,5,3,4300
1738,POA,BH,9,3,5800
1739,SP,PMW,3,5,2600
1740,SP,FLN,2,5,4900
1741,SP,RIO,8,3,5800
1742,SSA,POA,9,5,3900
1743,SP,BSB,8,3,2200
1744,BH,BH,4,3,5400
1745,REC,MCZ,2,3,3900
1746,SAO,SSA,2,5,4700
1747,REC,PMW,8,5,4000
1748,MCZ,PMW,5,3,5100
1749,MCZ,PMW,6,5,4700
1750,BSB,REC,6,4,2900
1751,SSA,FLN,7,4,5100
1752,REC,SAO,8,3,4100
1753,SP,PMW,3,5,4200
1754,BH,PMW,5,5,2800
1755,SAO,PMW,9,5,2600
1756,BH,SAO,4,3,5900
1757,SAO,PMW,8,5,5000
1758,BSB,PMW,2,4,3800
1759,REC,SSA,5,5,2500
1760,SP,POA,8,5,3600
1761,FLN,SSA,7,5,2200
1762,SP,SSA,2,5,4400
1763,SP,SAO,7,4,2700
1764,REC,SSA,3,5,5200
1765,RIO,PMW,2,4,5500
1766,POA,SSA,4,5,2200
1767,SSA,PMW,2,3,4000
1768,SAO,BH,8,5,4100
1769,REC,MCZ,8,5,4300
1770,RIO,RIO,6,3,2800
1771,PMW,SSA,5,3,2700
1772,POA,MCZ,5,4,2300
1773,SP,SAO,9,3,5500
1774,SAO,SAO,6,3,2900
1775,RIO,BH,8,5,3900
1776,SSA,SAO,5,5,5700
1777,SSA,BH,10,4,3400
1778,BH,BSB,2,4,3200
1779,SSA,REC,5,4,4500
1780,RIO,BH,6,5,3800
1781,PMW,BH,7,3,2400
1782,MCZ,PMW,5,4,3300
1783,BSB,PMW,6,5,4000
1784,PMW,SSA,7,4,5200
1785,PMW,BSB,2,3,3200
1786,PMW,BSB,8,3,2400
1787,PMW,PMW,9,3,5300
1788,MCZ,REC,10,3,5900
1789,SP,SAO,4,5,4300
1790,RIO,MCZ,7,5,5300
1791,SP,PMW,3,4,2100
1792,BH,POA,4,5,5700
1793,POA,PMW,5,3,5000
1794,SSA,BH,7,3,3900
1795,MCZ,REC,5,5,2100
1796,SAO,PMW,4,5,2300
1797,RIO,MCZ,6,3,5000
1798,SSA,FLN,2,4,2700
1799,FLN,PMW,4,5,5800
1800,BSB,BSB,7,4,4200
1801,FLN,SAO,10,3,2000
1802,PMW,REC,8,3,2400
1803,SAO,RIO,4,3,2900
1804,SSA,BH,2,5,4600
1805,SSA,SSA,3,4,5300
1806,SAO,BSB,2,3,5600
1807,REC,FLN,2,5,2100
1808,SAO,RIO,2,4,3900
1809,POA,SSA,7,4,3200
1810,PMW,MCZ,3,3,2300
1811,FLN,SSA,9,4,4200
1812,MCZ,SSA,3,5,3100
1813,REC,MCZ,2,5,4200
1814,POA,SAO,7,5,4500
1815,SSA,PMW,8,4,3800
1816,REC,SAO,10,5,5700
1817,SSA,BSB,9,4,4800
1818,FLN,BH,3,3,2400
1819,RIO,REC,9,4,2500
1820,POA,FLN,3,5,4000
1821,FLN,REC,3,5,5700
1822,RIO,BH,6,3,5000
1823,FLN,POA,7,4,5900
1824,FLN,SSA,3,5,2700
1825,SAO,SAO,8,4,2100
1826,BH,SSA,3,4,2800
1827,RIO,REC,3,4,4400
1828,POA,SAO,6,4,5000
1829,BH,RIO,9,3,4400
1830,FLN,REC,7,4,3600
1831,REC,PMW,3,3,5500
1832,RIO,PMW,8,5,4900
1833,MCZ,MCZ,6,4,3000
1834,POA,BH,3,5,2600
1835,BH,BSB,3,3,3600
1836,SSA,REC,8,3,4900
1837,BSB,PMW,10,5,2000
1838,SSA,POA,5,4,3000
1839,FLN,SAO,10,4,3400
1840,SAO,MCZ,6,3,3500
1841,SSA,PMW,7,3,3100
1842,FLN,SSA,8,5,5100
1843,BH,BH,6,4,3700
1844,SSA,POA,10,5,4500
1845,RIO,BSB,10,4,3100
1846,BSB,PMW,4,3,4100
1847,PMW,BSB,2,3,2900
1848,PMW,SSA,7,4,2700
1849,FLN,SSA,5,5,3100
1850,BSB,PMW,9,4,5300
1851,REC,RIO,6,3,2400
1852,BSB,PMW,4,4,4500
1853,POA,MCZ,6,4,2200
1854,FLN,SAO,10,3,2000
1855,SSA,SAO,5,4,5200
1856,SP,FLN,4,3,5000
1857,SAO,SSA,6,4,2300
1858,BSB,FLN,2,5,2900
1859,RIO,PMW,4,3,2000
1860,BH,PMW,2,5,2700
1861,BSB,BSB,4,3,3700
1862,FLN,SSA,9,5,4300
1863,FLN,POA,5,5,3500
1864,SAO,FLN,6,5,3100
1865,SAO,PMW,10,3,3400
1866,BH,PMW,5,5,3400
1867,BSB,PMW,3,4,4300
1868,BSB,RIO,2,5,5600
1869,FLN,PMW,5,3,2500
1870,RIO,MCZ,9,3,5100
1871,SAO,REC,6,3,2100
1872,MCZ,REC,3,5,4900
1873,MCZ,RIO,8,5,5500
1874,PMW,REC,10,3,2500
1875,PMW,FLN,3,5,5000
1876,POA,POA,5,3,5700
1877,POA,SAO,6,3,2700
1878,MCZ,SAO,3,4,2400
1879,MCZ,PMW,2,4,3800
1880,SAO,SAO,6,5,5400
1881,FLN,MCZ,7,4,3900
1882,POA,REC,9,3,5800
1883,SSA,FLN,10,5,4300
1884,BSB,POA,6,4,3200
1885,SP,MCZ,9,5,3400
1886,MCZ,RIO,6,3,3000
1887,PMW,SAO,9,4,4400
1888,RIO,BSB,7,4,4600
1889,SSA,RIO,9,3,3400
1890,SP,SAO,2,3,5200
1891,PMW,BH,2,5,5900
1892,REC,MCZ,7,4,3600
1893,MCZ,PMW,5,4,4900
1894,FLN,RIO,9,4,5000
1895,FLN,REC,6,3,3300
1896,SP,RIO,4,5,5800
1897,SAO,RIO,10,5,5700
1898,FLN,MCZ,9,3,2200
1899,REC,BH,2,3,4900
1900,SSA,FLN,9,5,4600
1901,RIO,REC,2,4,4800
1902,MCZ,BH,6,4,3800
1903,BSB,REC,2,5,3800
1904,SSA,FLN,9,5,3700
1905,BH,RIO,3,5,3500
1906,BSB,PMW,3,4,5600
1907,REC,MCZ,7,3,3100
1908,POA,BH,2,5,5100
1909,SP,SAO,6,3,3200
1910,RIO,RIO,7,4,3600
1911,MCZ,RIO,3,4,3900
1912,FLN,PMW,10,3,3800
1913,BSB,SSA,6,4,5500
1914,PMW,BH,3,5,2700
1915,REC,SSA,3,3,2300
1916,FLN,FLN,10,5,4100
1917,FLN,FLN,3,5,5100
1918,FLN,PMW,6,4,5100
1919,BH,FLN,5,4,2000
1920,PMW,BH,8,4,2800
1921,REC,RIO,5,5,2800
1922,PMW,FLN,7,4,3200
1923,REC,REC,2,3,2400
1924,REC,BH,3,4,5400
1925,SP,BH,4,3,4600
1926,PMW,BSB,9,3,3200
1927,POA,PMW,2,5,5400
1928,BSB,BSB,3,5,2200
1929,POA,FLN,2,4,5400
1930,POA,PMW,3,3,4300
1931,FLN,PMW,8,3,4000
1932,MCZ,REC,9,5,4300
1933,PMW,FLN,3,4,5800
1934,SSA,PMW,7,4,2500
1935,REC,PMW,6,5,3400
1936,POA,BSB,5,3,2900
1937,SSA,REC,5,4,3100
1938,REC,MCZ,4,3,2200
1939,SP,SSA,8,3,5500
1940,SAO,SAO,6,3,4000
1941,REC,RIO,10,3,2200
1942,REC,FLN,3,5,4100
1943,SSA,PMW,4,4,2900
1944,BH,PMW,9,3,2100
1945,SAO,MCZ,8,3,5300
1946,MCZ,FLN,9,3,2800
1947,SP,RIO,10,4,3300
1948,BH,BSB,6,5,5700
1949,FLN,BH,5,5,3000
1950,REC,SAO,2,3,3700
1951,POA,BSB,4,3,4100
1952,RIO,POA,8,3,3500
1953,MCZ,SSA,2,5,2300
1954,BSB,PMW,7,3,5800
1955,SP,REC,2,3,2300
1956,REC,BSB,5,3,3200
1957,BSB,SSA,7,4,4200
1958,SP,FLN,2,3,5000
1959,REC,MCZ,5,4,5500
1960,SSA,BH,3,4,2600
1961,SAO,BSB,6,4,3000
1962,BSB,RIO,7,4,2200
1963,SP,PMW,4,5,2100
1964,MCZ,BSB,8,5,4300
1965,BSB,MCZ,10,5,4900
1966,PMW,SAO,6,3,4000
1967,RIO,MCZ,3,5,4300
1968,FLN,BSB,6,4,5900
1969,PMW,MCZ,6,3,2100
1970,POA,PMW,5,4,5200
1971,PMW,POA,9,4,3800
1972,RIO,SSA,4,5,5600
1973,SP,BH,4,4,2600
1974,PMW,BH,4,5,5500
1975,BH,BH,7,4,5300
1976,PMW,REC,8,4,5500
1977,PMW,MCZ,9,5,3000
1978,FLN,SAO,10,5,5800
1979,BH,POA,4,3,3100
1980,RIO,SAO,4,3,5200
1981,PMW,SAO,7,3,3300
1982,PMW,PMW,9,3,3400
1983,SP,FLN,8,3,2400
1984,BH,BSB,6,3,3600
1985,BH,SSA,5,4,2600
1986,SSA,RIO,7,4,3200
1987,PMW,FLN,3,3,2900
1988,PMW,POA,2,4,2400
1989,PMW,RIO,6,3,2600
1990,MCZ,BSB,5,4,3200
1991,PMW,REC,7,3,3900
1992,PMW,BH,4,4,4700
1993,POA,BSB,10,4,5400
1994,SP,SAO,2,4,3700
1995,BSB,PMW,2,5,4800
1996,FLN,BH,4,5,3400
1997,PMW,SSA,2,5,2500
1998,SP,RIO,3,5,2900
1999,BSB,BH,4,5,2400
2000,PMW,SSA,4,4,2700
2001,REC,BH,2,3,5600
2002,RIO,BSB,7,3,2900
2003,POA,MCZ,5,4,3800
2004,FLN,RIO,10,3,5200
2005,REC,PMW,3,3,2700
2006,REC,PMW,7,4,3000
2007,BH,BH,6,5,3800
2008,SP,BSB,9,4,5400
2009,BSB,FLN,3,4,2500
2010,RIO,SSA,9,4,3600
2011,RIO,PMW,5,3,3400
2012,MCZ,PMW,7,3,5500
2013,BH,SAO,7,4,4800
2014,MCZ,MCZ,4,4,2100
2015,POA,PMW,4,4,4300
2016,PMW,SSA,4,3,2200
2017,FLN,RIO,10,4,5800
2018,SP,PMW,8,3,5800
2019,PMW,BH,10,4,5500
2020,BH,MCZ,4,3,3300
2021,POA,SAO,8,3,2100
2022,BH,PMW,6,3,4000
2023,BSB,FLN,6,5,4300
2024,RIO,BH,5,4,5100
2025,SP,BSB,2,3,3900
2026,FLN,RIO,8,4,2800
2027,SSA,FLN,10,4,3700
2028,SSA,RIO,3,3,2300
2029,POA,PMW,9,5,2600
2030,MCZ,POA,6,3,4000
2031,POA,SAO,10,3,4800
2032,SAO,SAO,3,5,5800
2033,POA,MCZ,9,5,2100
2034,BH,POA,6,4,3900
2035,PMW,SSA,2,5,4500
2036,PMW,MCZ,2,4,4400
2037,BSB,BH,4,3,3600
2038,POA,POA,3,4,3500
2039,SP,PMW,6,4,5600
2040,SP,BH,8,5,4600
2041,SAO,BSB,5,4,2500
2042,POA,MCZ,4,3,2900
2043,MCZ,PMW,4,5,4100
2044,SSA,PMW,7,4,4900
2045,REC,RIO,8,3,5300
2046,FLN,SSA,9,4,4700
2047,REC,BSB,9,4,2800
2048,BSB,FLN,5,3,2800
2049,SSA,BH,9,3,3500
2050,POA,POA,3,5,4800
2051,SSA,REC,3,3,3000
2052,SSA,RIO,3,4,2200
2053,RIO,PMW,6,4,4200
2054,PMW,SSA,6,3,5900
2055,SAO,FLN,9,5,5500
2056,FLN,FLN,10,3,2000
2057,REC,REC,5,5,3600
2058,SSA,SSA,8,4,4800
2059,MCZ,FLN,3,5,3700
2060,SSA,REC,2,4,2200
2061,SSA,PMW,6,3,4100
2062,REC,REC,3,4,3700
2063,SP,FLN,3,5,4900
2064,REC,PMW,2,3,5900
2065,RIO,PMW,6,3,3400
2066,FLN,PMW,10,4,3200
2067,FLN,SAO,4,5,3300
2068,REC,POA,5,4,5500
2069,SSA,SSA,7,3,2700
2070,SP,PMW,7,4,4100
2071,MCZ,SAO,2,5,3500
2072,FLN,MCZ,7,5,5500
2073,SAO,FLN,3,4,4600
2074,PMW,BH,5,5,2000
2075,MCZ,POA,10,3,4900
2076,BSB,PMW,9,4,2300
2077,BSB,REC,2,3,2500
2078,SSA,SAO,8,4,5700
2079,PMW,BH,3,4,4700
2080,POA,SAO,10,4,5500
2081,PMW,BSB,5,3,5500
2082,RIO,REC,2,5,2000
2083,PMW,REC,8,4,4900
2084,POA,POA,7,4,4600
2085,SAO,RIO,6,5,2300
2086,BSB,SSA,3,5,5800
2087,POA,POA,5,3,5400
2088,MCZ,POA,7,5,2000
2089,REC,BH,8,3,2200
2090,BSB,POA,6,4,3700
2091,POA,PMW,4,4,3000
2092,PMW,RIO,7,3,3900
2093,PMW,SAO,6,3,2900
2094,POA,SAO,7,4,2400
2095,BH,PMW,10,5,4600
2096,BH,PMW,9,5,4500
2097,FLN,MCZ,8,3,2400
2098,SP,MCZ,9,4,2400
2099,RIO,PMW,6,3,4500
2100,POA,BSB,10,5,4700
2101,SAO,REC,6,3,3700
2102,SSA,MCZ,3,4,3400
2103,BH,BH,4,5,2600
2104,PMW,SAO,5,5,2300
2105,PMW,BH,5,5,4400
2106,BSB,BSB,8,4,4600
2107,SP,PMW,2,5,2900
2108,SAO,POA,2,5,2600
2109,SSA,PMW,9,5,5700
2110,REC,RIO,8,5,5000
2111,SSA,PMW,9,4,5000
2112,SSA,REC,9,3,3500
2113,PMW,REC,5,3,3600
2114,SSA,FLN,9,5,5700
2115,BSB,MCZ,8,4,3800
2116,SAO,MCZ,5,4,3500
2117,RIO,BH,8,5,2300
2118,RIO,RIO,4,4,5100
2119,RIO,RIO,2,5,2600
2120,REC,PMW,3,4,3900
2121,MCZ,FLN,10,3,2500
2122,FLN,REC,9,4,4000
2123,POA,FLN,3,3,4100
2124,SSA,REC,10,3,4500
2125,SP,RIO,5,4,3500
2126,PMW,SSA,10,3,3800
2127,SP,RIO,9,3,4900
2128,SP,PMW,2,3,4900
2129,BSB,REC,8,4,2900
2130,RIO,RIO,4,5,5500
2131,PMW,BSB,8,4,2300
2132,BH,REC,10,4,4000
2133,SAO,PMW,3,5,3200
2134,REC,FLN,8,3,5300
2135,RIO,PMW,8,5,3000
2136,PMW,BSB,5,4,4800
2137,BSB,PMW,3,4,3500
2138,REC,POA,9,5,4800
2139,SSA,RIO,7,3,5200
2140,POA,PMW,7,3,2400
2141,POA,SSA,8,4,4800
2142,SP,SAO,4,4,5900
2143,BSB,POA,8,3,5800
2144,SAO,BSB,3,3,4200
2145,MCZ,REC,6,3,4500
2146,BSB,PMW,6,5,4700
2147,SAO,RIO,7,4,5500
2148,FLN,MCZ,6,3,3000
2149,PMW,BH,9,3,2000
2150,RIO,MCZ,3,4,4100
2151,BSB,BSB,3,3,3400
2152,RIO,PMW,8,5,5600
2153,SAO,SSA,4,3,3100
2154,SP,RIO,9,3,4100
2155,POA,REC,4,5,3200
2156,POA,FLN,7,3,3900
2157,SSA,RIO,2,4,2900
2158,SAO,POA,3,3,4700
2159,REC,SSA,3,3,5200
2160,RIO,FLN,9,3,3000
2161,POA,BH,2,4,3800
2162,POA,MCZ,3,5,3500
2163,BSB,SAO,5,4,2500
2164,SAO,BSB,2,5,4900
2165,FLN,SAO,6,5,3400
2166,BH,SAO,9,3,2200
2167,FLN,MCZ,5,3,5100
2168,BSB,POA,2,4,4500
2169,PMW,REC,4,5,4500
2170,BH,POA,3,5,3300
2171,RIO,PMW,3,5,5200
2172,SAO,FLN,6,4,2400
2173,SAO,MCZ,4,5,2100
2174,REC,POA,8,3,4100
2175,REC,SAO,4,5,2100
2176,PMW,PMW,7,3,4800
2177,BSB,SSA,6,3,5100
2178,SSA,POA,8,3,2000
2179,BH,BH,4,4,4200
2180,REC,PMW,9,5,3100
2181,REC,PMW,5,5,3100
2182,SSA,PMW,10,3,3200
2183,BSB,PMW,3,3,4900
2184,POA,FLN,2,5,2500
2185,RIO,RIO,9,5,5600
2186,SSA,POA,9,5,3700
2187,PMW,BH,3,5,3900
2188,SAO,POA,8,4,3400
2189,FLN,MCZ,5,4,2400
2190,BSB,PMW,7,4,2400
2191,SSA,FLN,5,3,3100
2192,BH,REC,7,5,5700
2193,REC,PMW,9,4,5900
2194,POA,REC,2,4,3400
2195,BH,BH,8,4,2000
2196,RIO,FLN,3,5,5200
2197,FLN,BH,8,5,2000
2198,RIO,BSB,10,3,3500
2199,FLN,REC,3,4,3100
2200,SSA,SAO,7,5,3700
2201,BH,REC,3,3,5600
2202,RIO,POA,4,3,3400
2203,SSA,PMW,7,5,2300
2204,REC,SSA,6,3,4500
2205,PMW,PMW,4,4,3600
2206,SAO,SSA,9,3,4900
2207,SSA,PMW,9,3,4700
2208,FLN,BSB,7,3,5800
2209,SP,BSB,2,5,4300
2210,MCZ,SSA,4,3,4100
2211,PMW,SAO,10,3,3700
2212,MCZ,RIO,4,3,2200
2213,POA,PMW,7,3,4100
2214,FLN,REC,3,5,2000
2215,SSA,BH,9,3,4200
2216,BSB,FLN,8,4,3700
2217,BSB,SAO,2,4,3100
2218,PMW,SSA,4,4,4900
2219,POA,REC,3,4,2900
2220,RIO,BSB,5,4,5200
2221,RIO,SSA,7,5,5200
2222,POA,SAO,2,5,5600
2223,FLN,MCZ,3,5,2100
2224,SSA,SAO,10,5,5100
2225,BSB,POA,2,3,3800
2226,SSA,PMW,9,4,2500
2227,BH,POA,7,3,5200
2228,SAO,FLN,8,4,3500
2229,POA,PMW,8,5,4800
2230,SAO,BSB,5,3,4700
2231,PMW,BSB,10,4,3900
2232,SSA,BH,8,3,5100
2233,BH,PMW,4,3,4800
2234,REC,SAO,4,5,2700
2235,SAO,BH,3,4,4700
2236,SSA,BH,2,4,3800
2237,SSA,BH,3,4,3900
2238,RIO,PMW,5,3,4800
2239,REC,REC,9,4,2700
2240,REC,RIO,9,3,2900
2241,SP,FLN,6,4,2300
2242,SP,MCZ,8,3,3700
2243,REC,PMW,7,4,2200
2244,SSA,BSB,4,4,5900
2245,MCZ,BSB,4,4,5000
2246,BSB,SAO,4,4,4400
2247,BSB,FLN,9,3,5500
2248,SAO,BH,7,5,4900
2249,PMW,REC,10,3,5400
2250,RIO,SAO,8,3,2900
2251,BSB,BSB,7,5,3900
2252,MCZ,SSA,2,5,2200
2253,SSA,BH,2,3,2100
2254,FLN,BH,8,5,4000
2255,MCZ,SSA,7,5,5000
2256,REC,FLN,6,4,5000
2257,REC,RIO,6,4,3900
2258,MCZ,PMW,7,4,2500
2259,SSA,POA,6,4,5300
2260,SP,SSA,4,5,4000
2261,BSB,REC,7,3,3000
2262,FLN,MCZ,9,4,2400
2263,SP,BSB,6,5,5200
2264,POA,FLN,9,3,2400
2265,BSB,PMW,3,4,4100
2266,SSA,FLN,4,4,5500
2267,SAO,BH,8,4,3500
2268,SP,BSB,9,5,5900
2269,REC,POA,10,5,4900
2270,POA,SSA,5,5,4200
2271,SP,BH,8,5,5900
2272,REC,PMW,5,5,4000
2273,SP,RIO,4,3,5500
2274,BH,REC,9,5,3900
2275,FLN,RIO,10,3,3800
2276,FLN,PMW,4,3,5900
2277,SAO,REC,5,5,2500
2278,MCZ,RIO,4,5,3500
2279,PMW,PMW,2,3,3900
2280,RIO,FLN,9,3,4200
2281,BH,RIO,6,3,5200
2282,REC,SAO,2,4,5400
2283,FLN,REC,3,3,2900
2284,MCZ,BH,8,5,5200
2285,MCZ,REC,7,3,4500
2286,FLN,SSA,2,4,2800
2287,PMW,MCZ,8,5,5000
2288,REC,SSA,8,4,2100
2289,FLN,REC,6,5,3100
2290,BH,BH,2,5,2100
2291,SP,SAO,3,3,2700
2292,MCZ,POA,3,5,2200
2293,POA,SSA,2,4,5600
2294,BH,FLN,8,5,3000
2295,POA,SAO,7,4,3700
2296,RIO,SSA,5,4,2400
2297,PMW,SAO,3,3,5400
2298,BSB,SAO,3,5,3300
2299,RIO,FLN,8,4,3200
2300,SP,PMW,10,4,5100
2301,BSB,REC,4,4,2300
2302,SP,PMW,3,4,4700
2303,BH,BH,9,5,5200
2304,REC,MCZ,3,5,5300
2305,PMW,PMW,10,4,4300
2306,PMW,POA,4,3,4000
2307,SP,MCZ,2,5,2900
2308,SSA,BSB,3,5,2400
2309,BSB,BH,10,3,3700
2310,REC,PMW,7,4,3200
2311,PMW,RIO,5,5,2300
2312,POA,BH,2,5,3300
2313,PMW,BH,9,3,3400
2314,SP,FLN,7,4,3300
2315,BSB,SSA,7,3,5200
2316,BSB,SAO,7,3,2500
2317,BH,POA,3,4,3900
2318,SP,SSA,4,5,4600
2319,PMW,PMW,8,3,4100
2320,FLN,BSB,6,5,5900
2321,MCZ,PMW,4,3,4800
2322,POA,SAO,2,3,5100
2323,SAO,POA,10,5,2900
2324,BSB,BH,2,3,3800
2325,REC,BH,3,5,2300
2326,SP,FLN,3,5,3000
2327,SP,BH,6,5,4100
2328,SSA,BH,2,3,4800
2329,PMW,POA,5,4,3000
2330,FLN,MCZ,5,4,3500
2331,FLN,BSB,8,3,3100
2332,MCZ,REC,8,4,2000
2333,FLN,BH,5,3,2900
2334,FLN,SSA,9,5,5400
2335,RIO,PMW,9,3,4000
2336,RIO,SSA,10,5,4800
2337,SP,BSB,4,3,5800
2338,SAO,PMW,9,4,2700
2339,MCZ,BH,5,3,3200
2340,FLN,FLN,10,5,2900
2341,POA,SSA,9,4,3700
2342,POA,PMW,5,4,3100
2343,REC,PMW,3,5,4400
2344,SAO,SAO,4,4,3800
2345,SAO,MCZ,2,5,4500
2346,REC,PMW,2,3,2400
2347,SAO,POA,4,3,5500
2348,SSA,POA,7,5,5000
2349,PMW,REC,6,4,5400
2350,POA,POA,5,5,2000
2351,PMW,SSA,3,5,2400
2352,MCZ,FLN,4,5,2900
2353,POA,BSB,3,5,3100
2354,FLN,POA,9,5,3100
2355,SSA,PMW,2,5,3100
2356,PMW,BSB,6,4,5100
2357,SP,SAO,2,3,5500
2358,RIO,REC,6,5,2400
2359,PMW,REC,6,5,2200
2360,REC,SSA,6,5,5600
2361,BSB,REC,4,5,4600
2362,SAO,POA,3,3,2600
2363,PMW,POA,8,3,2900
2364,POA,MCZ,9,3,2700
2365,SSA,PMW,5,3,2400
2366,SP,MCZ,4,4,5600
2367,MCZ,BSB,2,5,2000
2368,BH,POA,2,3,4100
2369,MCZ,FLN,5,3,5900
2370,PMW,SSA,6,4,4100
2371,POA,FLN,3,3,2300
2372,BH,BH,7,3,3000
2373,BH,SAO,6,5,2600
2374,SP,RIO,10,4,5700
2375,SAO,MCZ,7,4,4400
2376,REC,BH,6,5,4500
2377,BH,SSA,5,3,3800
2378,RIO,PMW,3,4,3900
2379,BH,FLN,10,5,4400
2380,FLN,MCZ,6,4,2800
2381,RIO,PMW,7,4,5500
2382,SP,SAO,7,5,3400
2383,POA,PMW,5,5,4200
2384,POA,REC,8,4,3700
2385,SP,MCZ,9,4,3000
2386,FLN,POA,2,4,4900
2387,REC,BH,3,4,3500
2388,BH,BH,9,3,2900
2389,BSB,RIO,10,5,3600
2390,PMW,SSA,3,4,5700
2391,SAO,SSA,10,5,2500
2392,SP,BSB,3,4,2400
2393,REC,SSA,4,3,5100
2394,SSA,FLN,10,4,5900
2395,MCZ,SAO,6,5,5700
2396,BSB,POA,6,4,2200
2397,FLN,MCZ,7,5,5900
2398,REC,SAO,2,3,5300
2399,SAO,SSA,2,3,3700
2400,BH,RIO,6,3,3000
2401,FLN,POA,2,3,2200
2402,BH,BSB,5,4,2400
2403,SAO,BSB,10,4,5900
2404,SSA,PMW,4,4,4800
2405,SSA,PMW,2,4,5700
2406,FLN,POA,3,3,3200
2407,PMW,MCZ,9,4,4800
2408,BH,SSA,3,3,2800
2409,REC,MCZ,4,3,4900
2410,POA,SAO,8,3,4600
2411,MCZ,FLN,2,5,5900
2412,RIO,BH,4,3,5700
2413,SAO,SSA,3,4,4300
2414,BH,SSA,8,3,3000
2415,MCZ,REC,8,4,5100
2416,SP,BSB,4,5,5500
2417,RIO,FLN,8,5,4300
2418,RIO,FLN,10,3,4700
2419,MCZ,BH,2,5,3300
2420,FLN,MCZ,3,5,5200
2421,MCZ,BSB,6,5,4800
2422,BSB,PMW,4,3,5500
2423,SSA,POA,3,4,2200
2424,FLN,PMW,2,5,5600
2425,MCZ,BSB,10,5,4800
2426,BSB,BSB,4,4,4100
2427,RIO,REC,9,5,3300
2428,BSB,FLN,10,5,3000
2429,SSA,SAO,8,4,2000
2430,SSA,POA,9,4,3400
2431,RIO,BSB,8,5,4000
2432,SAO,SAO,9,3,3100
2433,FLN,PMW,4,3,3700
2434,BSB,PMW,4,3,3900
2435,REC,POA,5,4,2000
2436,PMW,FLN,10,5,4300
2437,BH,BSB,7,5,5400
2438,REC,PMW,6,3,2500
2439,FLN,PMW,2,3,3100
