Cliente,Saída,Chegada,Estadia (em dias),Estrelas,Orçamento (em reais)
9084,REC,POA,16,4,3925
9085,BH,RIO,8,4,6801
9086,REC,SSA,19,5,2146
9087,SP,POA,17,2,7428
9088,FLN,MCZ,17,1,2795
9089,SAO,REC,16,5,8029
9090,PMW,RIO,9,5,2363
9091,MCZ,RIO,20,4,9449
9092,BH,PMW,4,5,7440
9093,SSA,REC,16,3,9259
9094,REC,SSA,7,5,8303
9095,SAO,PMW,4,1,5825
9096,PMW,MCZ,3,1,4974
9097,SSA,REC,11,1,5019
9098,POA,BH,5,4,2721
9099,BH,FLN,12,2,3370
9100,SSA,BSB,16,3,2890
9101,PMW,REC,2,2,7501
9102,SP,SAO,15,5,7498
9103,MCZ,SSA,1,1,6221
9104,SSA,BH,3,2,6128
9105,PMW,RIO,5,5,9725
9106,SSA,REC,15,1,8711
9107,REC,SP,6,4,8004
9108,MCZ,FLN,2,3,5136
9109,BSB,FLN,2,2,6066
9110,REC,BH,20,1,9947
9111,RIO,BH,13,3,7610
9112,SAO,SSA,12,2,7301
9113,SSA,PMW,13,1,8202
9114,MCZ,FLN,20,4,9182
9115,SSA,SAO,15,2,7536
9116,SAO,SP,13,1,2608
9117,SP,SSA,2,5,7891
9118,REC,MCZ,7,1,7687
9119,PMW,BSB,13,4,7005
9120,BH,BSB,15,1,6983
9121,BH,POA,9,2,4326
9122,SAO,SP,17,4,5049
9123,POA,FLN,2,1,6210
9124,PMW,SSA,10,3,3710
9125,PMW,MCZ,14,3,9993
9126,PMW,SSA,14,5,4110
9127,PMW,POA,2,4,5950
9128,REC,BH,7,1,4860
9129,BSB,RIO,10,1,8493
9130,BH,REC,10,2,8601
9131,FLN,RIO,16,5,9950
9132,RIO,SAO,1,3,7766
9133,PMW,RIO,20,4,7158
9134,SP,MCZ,3,2,7556
9135,PMW,SSA,5,1,6366
9136,BSB,SSA,7,2,8585
9137,BSB,POA,13,4,8903
9138,BSB,PMW,2,4,3858
9139,REC,POA,13,1,8989
9140,SSA,REC,8,2,8802
9141,SAO,RIO,6,5,2398
9142,SSA,PMW,5,1,3680
9143,REC,MCZ,14,5,2804
9144,BH,RIO,1,2,8098
9145,POA,BH,7,4,4991
9146,FLN,RIO,4,2,2502
9147,REC,SP,2,3,7924
9148,SP,BSB,1,5,5991
9149,MCZ,SP,8,3,6558
9150,SAO,FLN,4,1,2934
9151,PMW,BSB,11,2,4813
9152,SAO,MCZ,17,5,6521
9153,POA,RIO,10,5,4593
9154,PMW,MCZ,16,5,9506
9155,REC,SAO,8,4,9010
9156,MCZ,BH,2,5,6387
9157,BSB,BH,15,3,6426
9158,FLN,POA,6,2,4890
9159,SAO,RIO,9,1,7457
9160,BH,POA,2,3,6130
9161,REC,MCZ,19,1,2048
9162,MCZ,PMW,20,3,6564
9163,POA,REC,4,3,7131
9164,BH,PMW,20,2,3212
9165,MCZ,FLN,15,4,6035
9166,SAO,PMW,1,2,6233
9167,RIO,SP,2,3,9349
9168,SP,SSA,8,4,3171
9169,SP,MCZ,18,2,7479
9170,RIO,SP,13,2,8158
9171,POA,REC,14,2,4197
9172,POA,REC,6,4,3332
9173,FLN,REC,12,2,9850
9174,FLN,REC,10,3,3384
9175,BSB,MCZ,13,1,4539
9176,SSA,SAO,7,4,9905
9177,POA,PMW,4,1,9183
9178,FLN,SSA,8,2,2420
9179,POA,REC,8,2,9845
9180,FLN,REC,10,1,9797
9181,PMW,SP,3,1,5429
9182,POA,SSA,12,4,7493
9183,POA,REC,16,3,7390
9184,REC,SSA,13,3,2474
9185,SP,BSB,9,1,5373
9186,POA,RIO,13,4,3642
9187,MCZ,FLN,7,2,2240
9188,MCZ,SAO,8,3,2924
9189,RIO,BH,4,3,9544
9190,REC,SP,20,2,9556
9191,PMW,MCZ,15,2,5769
9192,MCZ,FLN,5,1,4120
9193,POA,RIO,15,5,5876
9194,RIO,POA,14,5,8196
9195,BSB,PMW,19,1,3256
9196,SSA,RIO,20,5,6007
9197,REC,BH,15,2,3896
9198,SAO,RIO,20,3,7579
9199,POA,RIO,3,2,4117
9200,REC,POA,8,1,9251
9201,BH,SSA,6,4,5474
9202,RIO,POA,14,2,9177
9203,SP,FLN,12,3,2026
9204,SAO,MCZ,10,5,5528
9205,RIO,BSB,8,2,4532
9206,BH,BSB,2,5,2386
9207,BH,SAO,4,2,4869
9208,POA,PMW,10,1,4209
9209,BSB,PMW,13,3,5773
9210,POA,SP,3,1,5436
9211,FLN,BSB,20,5,8551
9212,SAO,RIO,16,2,6145
9213,MCZ,RIO,9,5,8417
9214,REC,SSA,1,1,2564
9215,SP,BH,19,4,2791
9216,BSB,SAO,11,1,9696
9217,SAO,REC,12,5,9314
9218,POA,FLN,19,4,6969
9219,REC,MCZ,4,5,2244
9220,REC,MCZ,12,2,9131
9221,BSB,SSA,16,2,7040
9222,POA,BSB,12,2,5384
9223,MCZ,FLN,3,1,2808
9224,REC,BH,8,4,5525
9225,BSB,POA,10,5,3631
9226,BH,SAO,18,2,9410
9227,RIO,REC,10,3,9908
9228,BSB,RIO,3,1,8813
9229,MCZ,SAO,2,3,2014
9230,BSB,REC,7,3,6995
9231,REC,BH,2,3,7165
9232,SSA,REC,16,3,4147
9233,RIO,BSB,17,1,9386
9234,BSB,REC,17,3,3038
9235,SSA,PMW,3,4,6289
9236,SAO,REC,14,5,6900
9237,PMW,MCZ,13,4,8290
9238,SP,PMW,8,5,8899
9239,RIO,SP,7,2,2577
9240,RIO,SAO,18,3,3025
9241,REC,POA,17,5,5681
9242,SSA,RIO,5,5,5192
9243,PMW,BSB,17,2,8228
9244,PMW,BSB,1,1,3802
9245,FLN,SSA,1,2,8990
9246,SP,POA,3,5,5035
9247,MCZ,BSB,18,2,9681
9248,BSB,SAO,16,3,4858
9249,BH,SP,18,4,9873
9250,BH,PMW,6,2,7825
9251,MCZ,SSA,19,2,2735
9252,SSA,BH,17,3,9151
9253,PMW,BSB,18,4,9218
9254,PMW,FLN,11,2,2954
9255,FLN,RIO,10,1,3193
9256,POA,REC,11,4,9476
9257,SP,SSA,7,2,6588
9258,RIO,REC,9,3,5433
9259,BH,BSB,10,5,7451
9260,BSB,POA,12,5,9253
9261,SP,SSA,13,5,3374
9262,SAO,POA,3,1,3868
9263,BSB,POA,13,3,4711
9264,BSB,PMW,5,5,6900
9265,BSB,MCZ,16,3,9615
9266,REC,RIO,17,4,7527
9267,SSA,BH,3,3,3447
9268,FLN,PMW,16,4,9297
9269,MCZ,POA,20,5,9839
9270,POA,SAO,16,1,8128
9271,SP,BSB,4,3,5576
9272,SP,RIO,13,2,4107
9273,SP,SAO,15,3,8395
9274,FLN,PMW,19,3,5540
9275,RIO,BH,14,1,4920
9276,RIO,SP,7,2,5878
9277,POA,MCZ,15,3,4170
9278,MCZ,REC,2,3,3554
9279,MCZ,BH,16,3,5521
9280,RIO,SAO,19,3,4059
9281,BH,FLN,12,1,8100
9282,FLN,MCZ,13,3,3261
9283,FLN,SP,13,2,9506
9284,MCZ,RIO,10,3,7270
9285,SAO,RIO,9,4,9143
9286,POA,SSA,5,1,5060
9287,MCZ,REC,18,2,8922
9288,SSA,FLN,18,4,7597
9289,SAO,BH,14,2,5075
9290,SAO,REC,15,3,7795
9291,MCZ,PMW,11,1,8336
9292,BSB,RIO,7,2,2011
9293,FLN,PMW,4,5,7605
9294,SSA,POA,12,4,3801
9295,REC,SP,7,1,3012
9296,REC,BH,13,1,9697
9297,REC,FLN,7,5,9109
9298,BH,REC,11,5,2355
9299,MCZ,BSB,10,1,5570
9300,SP,SAO,9,2,4424
9301,POA,REC,14,4,7072
9302,PMW,BSB,3,3,3438
9303,FLN,SAO,6,3,7492
9304,MCZ,POA,12,1,6270
9305,SP,POA,11,3,3026
9306,MCZ,FLN,8,5,8917
9307,REC,SP,4,5,8174
9308,SAO,BSB,19,5,9922
9309,POA,SSA,16,1,6321
9310,PMW,SP,4,4,5784
9311,SAO,BH,14,2,6532
9312,PMW,MCZ,20,3,8487
9313,SP,FLN,4,5,5879
9314,POA,SSA,3,2,7282
9315,SSA,POA,17,3,6346
9316,SP,POA,2,4,5290
9317,MCZ,BSB,13,4,9900
9318,FLN,BH,7,2,4212
9319,FLN,PMW,9,3,9454
9320,SSA,SAO,6,5,3609
9321,MCZ,POA,13,1,9566
9322,SP,BSB,15,2,6285
9323,PMW,SP,10,4,6718
9324,FLN,SP,16,5,8580
9325,REC,BH,15,5,5401
9326,BSB,SSA,16,2,2273
9327,RIO,PMW,6,1,9736
9328,SAO,MCZ,15,5,3338
9329,PMW,BH,16,3,9002
9330,RIO,FLN,4,4,2499
9331,RIO,SSA,17,1,7750
9332,BH,RIO,16,4,5714
9333,SSA,REC,15,5,4248
9334,MCZ,REC,20,2,8925
9335,SP,POA,5,3,9629
9336,SSA,FLN,20,5,2059
9337,SP,SSA,9,1,5966
9338,BSB,PMW,20,4,5001
9339,SSA,FLN,16,5,4889
9340,SP,SSA,14,5,2009
9341,RIO,BSB,3,5,8176
9342,BSB,PMW,1,3,9220
9343,SSA,BSB,18,4,8255
9344,SAO,BH,10,3,6202
9345,PMW,BSB,2,2,3245
9346,FLN,SSA,19,1,8235
9347,REC,SSA,16,3,8570
9348,SP,SSA,15,4,4857
9349,POA,BH,20,1,4280
9350,BH,POA,19,1,2476
9351,SP,POA,6,3,3915
9352,SP,MCZ,11,2,2781
9353,REC,SSA,18,1,9002
9354,SSA,MCZ,16,1,6487
9355,SP,SSA,16,2,4466
9356,FLN,MCZ,8,1,5143
9357,PMW,BH,20,2,8545
9358,REC,SP,3,4,2913
9359,REC,SP,1,4,3225
9360,PMW,SP,10,1,5277
9361,SAO,PMW,18,3,2337
9362,PMW,FLN,19,2,6418
9363,MCZ,SSA,12,2,2394
9364,MCZ,PMW,13,2,5576
9365,SP,POA,1,1,4251
9366,RIO,BSB,16,3,3509
9367,REC,BH,8,1,4039
9368,PMW,BH,15,5,2481
9369,SAO,BH,8,2,2255
9370,SAO,SSA,2,4,7770
9371,SP,FLN,19,2,7909
9372,PMW,SP,10,4,8111
9373,BH,SP,14,4,4831
9374,SSA,SAO,4,2,9930
9375,SP,SSA,20,2,8865
9376,REC,FLN,20,4,5243
9377,SP,POA,16,4,2243
9378,BSB,REC,9,2,3593
9379,SSA,BH,15,1,8057
9380,SP,RIO,14,3,4164
9381,FLN,PMW,14,3,2736
9382,BSB,MCZ,9,4,7855
9383,POA,PMW,12,3,6515
9384,MCZ,PMW,20,1,9963
9385,SAO,POA,6,3,2116
9386,SAO,MCZ,20,1,5857
9387,POA,MCZ,10,1,2107
9388,SP,BH,20,4,8450
9389,PMW,BSB,12,4,7032
9390,PMW,BSB,8,3,4496
9391,SSA,BH,11,5,7947
9392,FLN,SSA,11,5,4164
9393,POA,BH,19,1,2693
9394,SAO,BH,19,3,6902
9395,REC,BH,3,3,4680
9396,FLN,RIO,5,1,4943
9397,REC,MCZ,16,3,5221
9398,BSB,POA,2,1,9983
9399,RIO,SSA,1,4,7085
9400,BSB,REC,4,3,9617
9401,SSA,BH,12,1,5121
9402,RIO,POA,5,3,2751
9403,FLN,MCZ,2,1,3346
9404,SP,POA,20,3,6107
9405,RIO,SSA,14,1,5095
9406,SSA,RIO,8,1,8318
9407,SAO,MCZ,17,3,7061
9408,SAO,SSA,7,3,8550
9409,BSB,SSA,6,2,8195
9410,RIO,BH,16,1,5197
9411,SSA,REC,16,2,2455
9412,SP,BH,7,2,7726
9413,FLN,SP,9,2,6786
9414,FLN,BSB,4,1,8474
9415,FLN,REC,2,4,8679
9416,FLN,SSA,19,1,6721
9417,BH,RIO,18,5,2543
9418,MCZ,SAO,9,4,6861
9419,RIO,FLN,5,1,4638
9420,FLN,SP,3,5,2065
9421,SSA,BH,16,3,9305
9422,POA,BSB,5,3,2860
9423,REC,SSA,18,4,4863
9424,REC,RIO,2,3,6809
9425,SSA,FLN,20,3,4263
9426,BSB,BH,5,2,4890
9427,MCZ,BH,19,5,6700
9428,POA,MCZ,13,5,9334
9429,REC,MCZ,18,2,6452
9430,BH,SAO,18,2,5264
9431,POA,SAO,8,1,9773
9432,SP,REC,7,4,4137
9433,FLN,PMW,11,3,8171
9434,FLN,REC,15,1,4799
9435,MCZ,SAO,2,4,5284
9436,FLN,SSA,18,1,7647
9437,FLN,BH,7,5,3006
9438,POA,REC,2,5,2707
9439,SAO,RIO,20,2,3051
9440,SAO,PMW,9,5,7322
9441,MCZ,PMW,13,4,4446
9442,SP,BSB,2,1,9516
9443,SP,SSA,19,2,8664
9444,MCZ,RIO,14,1,3535
9445,FLN,REC,3,3,9328
9446,PMW,RIO,9,4,2232
9447,SP,FLN,20,2,9275
9448,SSA,BH,3,5,5592
9449,FLN,MCZ,1,4,8441
9450,BH,MCZ,16,1,2142
9451,MCZ,RIO,8,2,5773
9452,MCZ,FLN,11,2,5489
9453,FLN,BSB,5,4,7638
9454,FLN,SP,17,2,7718
9455,RIO,BSB,8,3,9034
9456,REC,FLN,8,5,9218
9457,BSB,FLN,19,1,9925
9458,BSB,MCZ,2,4,2344
9459,MCZ,BSB,15,1,4692
9460,SAO,BSB,19,2,8749
9461,REC,BH,19,3,2668
9462,SAO,MCZ,17,3,5900
9463,POA,FLN,9,2,6599
9464,SSA,SAO,9,4,7616
9465,BH,SSA,16,5,2103
9466,SP,FLN,17,3,7679
9467,PMW,BSB,3,5,4922
9468,FLN,BH,19,5,6981
9469,RIO,POA,13,2,2844
9470,BH,SAO,3,3,9942
9471,SSA,BSB,5,4,3791
9472,SSA,FLN,20,3,5683
9473,PMW,SAO,9,1,2325
9474,FLN,SP,14,4,2845
9475,MCZ,PMW,12,3,7658
9476,FLN,MCZ,17,5,2961
9477,RIO,BH,12,4,6799
9478,FLN,MCZ,11,2,2466
9479,SAO,REC,11,1,9791
9480,BH,BSB,13,2,7638
9481,SP,POA,3,3,7881
9482,SSA,FLN,15,4,5514
9483,RIO,BH,10,2,6619
9484,FLN,POA,13,1,7163
9485,POA,SSA,5,4,5940
9486,RIO,SSA,17,4,4901
9487,SSA,RIO,12,2,6573
9488,SP,BSB,4,3,4523
9489,SAO,FLN,8,1,5783
9490,FLN,POA,7,1,6236
9491,SSA,FLN,13,1,4067
9492,REC,SP,15,3,9747
9493,RIO,BH,12,1,8420
9494,REC,BSB,16,4,3865
9495,REC,BH,14,3,9393
9496,SP,BSB,10,5,2553
9497,PMW,BH,17,2,4894
9498,BH,POA,1,5,3375
9499,PMW,BSB,16,4,3763
9500,SSA,BSB,4,3,6988
9501,PMW,POA,9,4,6314
9502,POA,SSA,5,1,3148
9503,BH,SSA,13,4,9179
9504,SP,REC,8,1,6214
9505,SSA,RIO,6,2,7362
9506,FLN,REC,18,5,2599
9507,REC,POA,3,4,9770
9508,SAO,FLN,12,1,2477
9509,FLN,SSA,10,5,7123
9510,BH,SP,1,3,5328
9511,PMW,REC,9,1,5860
9512,SSA,REC,16,3,7533
9513,SP,BSB,15,1,8094
9514,BSB,SAO,9,4,8894
9515,REC,BH,6,4,6521
9516,FLN,RIO,10,4,3045
9517,MCZ,FLN,4,1,5683
9518,MCZ,SAO,10,1,2828
9519,BH,RIO,16,3,5838
9520,REC,BSB,7,1,8502
9521,BSB,BH,2,4,9800
9522,BH,RIO,1,3,7216
9523,SAO,PMW,9,3,7240
9524,POA,MCZ,9,4,3986
9525,BH,REC,14,5,2869
9526,REC,SSA,8,3,3150
9527,POA,RIO,12,4,8562
9528,MCZ,SSA,20,2,7816
9529,MCZ,SAO,7,1,6774
9530,MCZ,PMW,3,3,7989
9531,BH,SSA,11,2,5343
9532,REC,PMW,19,2,9256
9533,SP,RIO,19,1,7719
9534,BSB,RIO,18,1,2036
9535,SP,BH,16,4,9416
9536,SP,SAO,9,5,5029
9537,FLN,SP,13,1,7439
9538,POA,BSB,10,1,9589
9539,PMW,FLN,1,3,7559
9540,BSB,MCZ,3,1,8175
9541,FLN,SAO,19,4,9667
9542,BH,SP,2,3,3585
9543,SP,REC,6,5,7593
9544,SSA,RIO,8,4,4812
9545,SSA,BSB,14,5,5067
9546,POA,BSB,13,3,5189
9547,FLN,BH,13,3,9053
9548,REC,MCZ,19,1,6575
9549,BH,FLN,8,3,3154
9550,REC,SP,6,4,4069
9551,SSA,RIO,2,2,8909
9552,SSA,BH,15,3,3965
9553,SAO,SSA,8,3,3821
9554,BSB,BH,5,5,4358
9555,PMW,BH,5,4,8152
9556,BSB,PMW,4,5,4696
9557,POA,MCZ,12,1,5939
9558,BSB,POA,7,3,2191
9559,SP,SSA,2,4,8468
9560,SAO,BH,20,4,6356
9561,BH,SSA,9,5,9683
9562,RIO,FLN,13,3,7973
9563,PMW,REC,2,1,7946
9564,BSB,SP,14,2,6402
9565,POA,SSA,18,4,8034
9566,SAO,RIO,5,4,4498
9567,REC,SAO,10,3,7424
9568,REC,SAO,3,4,4819
9569,BSB,REC,11,4,4458
9570,SSA,POA,8,3,6117
9571,SP,RIO,17,2,8709
9572,SAO,POA,10,2,2726
9573,SP,BH,11,5,8958
9574,FLN,BSB,14,4,7282
9575,SP,PMW,14,3,5448
9576,BH,SP,6,5,9359
9577,PMW,MCZ,19,1,5074
9578,FLN,SAO,2,3,6714
9579,SAO,SP,2,1,7428
9580,PMW,REC,20,2,3222
9581,PMW,SAO,11,5,8873
9582,REC,BH,13,4,7396
9583,SAO,MCZ,1,2,4932
9584,SAO,SP,10,1,4821
9585,PMW,RIO,19,2,3291
9586,SSA,REC,7,2,6505
9587,BH,PMW,10,3,8755
9588,POA,FLN,5,3,2635
9589,FLN,MCZ,1,3,4688
9590,SSA,MCZ,4,1,2972
9591,BH,SP,20,3,3854
9592,FLN,POA,16,4,4138
9593,FLN,BSB,20,1,2719
9594,PMW,SP,9,5,7697
9595,SP,REC,10,5,3607
9596,SAO,SSA,8,2,7911
9597,POA,BH,19,3,4096
9598,SAO,SSA,20,4,2744
9599,MCZ,PMW,17,4,6610
9600,BSB,SP,16,4,8360
9601,FLN,MCZ,7,3,2379
9602,REC,SSA,4,1,2194
9603,POA,SSA,14,5,7064
9604,REC,SAO,6,3,8523
9605,MCZ,SAO,11,5,3915
9606,SSA,SP,6,2,8358
9607,SSA,RIO,15,2,5193
9608,FLN,BH,20,3,6153
9609,SSA,PMW,13,3,8447
9610,REC,BH,5,2,3491
9611,MCZ,FLN,11,2,6826
9612,SAO,SSA,11,3,9106
9613,BSB,POA,18,4,9309
9614,POA,FLN,2,2,5399
9615,BSB,SAO,3,2,9575
9616,MCZ,FLN,16,4,6797
9617,FLN,MCZ,3,3,8286
9618,SSA,SAO,2,2,5704
9619,MCZ,BSB,1,2,5226
9620,PMW,POA,11,1,6577
9621,SSA,FLN,2,4,3216
9622,SSA,RIO,17,1,5382
9623,REC,RIO,18,1,8614
9624,SSA,SP,9,2,3750
9625,SP,MCZ,8,4,7639
9626,MCZ,SP,3,2,5654
9627,REC,BSB,6,5,7920
9628,BSB,SAO,3,1,3907
9629,BH,REC,16,2,3187
9630,BH,FLN,14,2,3408
9631,PMW,SSA,3,2,4359
9632,PMW,REC,20,3,2891
9633,RIO,BH,8,5,4889
9634,RIO,REC,19,3,6101
9635,RIO,PMW,4,2,3467
9636,SAO,BSB,14,5,5917
9637,BH,PMW,15,1,5257
9638,SSA,BH,6,5,2476
9639,REC,MCZ,14,4,7589
9640,POA,SSA,4,1,6721
9641,POA,PMW,9,1,2670
9642,REC,POA,15,4,2161
9643,BSB,SSA,19,4,9034
9644,SAO,MCZ,13,3,6119
9645,SP,FLN,13,1,7529
9646,SAO,POA,4,2,4546
9647,BSB,SP,2,3,9378
9648,RIO,REC,2,2,7024
9649,BSB,SSA,9,4,5845
9650,MCZ,PMW,17,1,7647
9651,MCZ,POA,16,5,4155
9652,RIO,SAO,3,1,7464
9653,REC,SSA,9,3,5999
9654,MCZ,REC,8,1,9651
9655,POA,RIO,5,1,7727
9656,SP,POA,15,1,8785
9657,FLN,SP,3,3,3895
9658,REC,BH,20,4,2304
9659,BSB,SAO,15,5,8745
9660,REC,MCZ,19,3,3503
9661,PMW,BSB,11,4,6672
9662,SP,POA,7,4,6261
9663,POA,SSA,8,5,5870
9664,FLN,POA,6,1,8455
9665,BSB,PMW,9,4,4731
9666,SAO,PMW,10,4,9536
9667,BSB,FLN,3,3,7053
9668,MCZ,SSA,5,5,5459
9669,REC,POA,7,1,8200
9670,BH,SP,7,4,4129
9671,SP,REC,16,2,2881
9672,PMW,SAO,6,1,2442
9673,POA,SAO,14,2,7328
9674,POA,RIO,16,5,8534
9675,SAO,REC,1,1,2120
9676,SP,BSB,11,4,8856
9677,SAO,POA,15,4,3711
9678,PMW,MCZ,15,1,7090
9679,RIO,BH,10,2,8014
9680,POA,RIO,6,3,4174
9681,PMW,BSB,15,2,3959
9682,FLN,SP,19,3,5710
9683,PMW,RIO,3,2,6613
9684,BSB,REC,15,5,3819
9685,MCZ,FLN,15,5,3018
9686,BH,RIO,7,2,3532
9687,SAO,BSB,7,2,3557
9688,POA,SAO,19,4,6791
9689,SSA,REC,3,2,4903
9690,MCZ,FLN,10,5,5664
9691,PMW,REC,12,1,7743
9692,POA,SSA,5,2,8019
9693,BSB,POA,19,3,8522
9694,MCZ,PMW,17,4,8690
9695,SP,PMW,8,5,5818
9696,MCZ,RIO,15,1,6832
9697,RIO,SAO,17,5,7187
9698,POA,BSB,14,3,2279
9699,SP,MCZ,6,2,2025
9700,RIO,BSB,20,3,4099
9701,BH,SAO,16,5,9078
9702,PMW,SSA,6,3,6222
9703,SSA,POA,4,5,2468
9704,REC,RIO,18,3,5580
9705,RIO,POA,17,2,5160
9706,POA,SSA,9,3,6068
9707,MCZ,PMW,7,2,5764
9708,BSB,REC,15,5,9615
9709,SSA,BH,3,4,6301
9710,POA,RIO,7,1,4292
9711,REC,MCZ,2,5,6296
9712,SSA,SP,11,2,5051
9713,SP,BSB,9,4,3196
9714,SSA,MCZ,19,3,9839
9715,REC,PMW,12,1,7007
9716,PMW,FLN,17,5,9290
9717,BH,BSB,8,2,5305
9718,MCZ,BSB,3,2,8546
9719,REC,BSB,14,5,4555
9720,SAO,BSB,18,3,7775
9721,SP,POA,19,2,8686
9722,POA,FLN,13,1,4133
9723,SP,RIO,1,2,4292
9724,REC,MCZ,17,4,9369
9725,BSB,REC,19,5,6493
9726,RIO,SP,2,4,3360
9727,FLN,RIO,8,3,8461
9728,RIO,BH,3,3,7172
9729,PMW,SP,14,3,6382
9730,SP,FLN,14,2,9039
9731,SSA,POA,16,1,3932
9732,BSB,FLN,16,3,8822
9733,RIO,FLN,3,4,3436
9734,MCZ,SAO,5,2,5446
9735,PMW,SAO,12,5,2383
9736,REC,SAO,5,3,7880
9737,REC,SAO,16,4,9363
9738,MCZ,BH,5,4,6439
9739,SSA,MCZ,8,4,9934
9740,REC,PMW,20,5,9221
9741,RIO,POA,4,5,2757
9742,BH,MCZ,10,3,5566
9743,PMW,FLN,5,2,2112
9744,POA,BH,18,1,7191
9745,BH,SSA,10,5,3905
9746,PMW,SSA,15,1,3415
9747,POA,SAO,6,2,2725
9748,SAO,PMW,11,1,4288
9749,SAO,BSB,2,4,9111
9750,REC,BSB,4,1,5279
9751,PMW,RIO,7,2,5024
9752,SP,SSA,13,1,5819
9753,POA,MCZ,17,2,5008
9754,MCZ,SSA,12,4,7481
9755,POA,RIO,10,3,4309
9756,SSA,RIO,8,2,2169
9757,POA,BSB,19,3,8202
9758,SP,SAO,10,5,7844
9759,FLN,SP,5,3,7028
9760,POA,BSB,2,2,4253
9761,SP,RIO,1,1,9187
9762,SSA,REC,2,3,7057
9763,BH,BSB,8,4,4986
9764,POA,SSA,3,2,2180
9765,BSB,BH,5,5,6507
9766,BSB,RIO,19,5,4033
9767,MCZ,SAO,19,1,4299
9768,FLN,SSA,12,2,2319
9769,BH,MCZ,9,3,6252
9770,PMW,REC,4,3,7175
9771,BH,SP,3,4,3893
9772,BSB,SSA,17,2,3865
9773,RIO,SSA,11,3,2232
9774,BSB,SSA,13,2,2968
9775,RIO,SAO,13,5,5254
9776,FLN,SP,15,4,5810
9777,MCZ,PMW,3,5,8779
9778,BSB,RIO,6,1,5000
9779,REC,RIO,10,4,3236
9780,RIO,SP,1,1,8939
9781,RIO,SAO,12,4,7498
9782,REC,FLN,8,1,5684
9783,MCZ,SP,11,1,8837
9784,BSB,RIO,20,2,5317
9785,PMW,BSB,4,1,2619
9786,SAO,BSB,7,4,9607
9787,PMW,POA,6,2,4383
9788,SAO,FLN,12,1,2840
9789,SAO,SP,19,5,4734
9790,REC,MCZ,17,4,7160
9791,RIO,PMW,20,5,8985
9792,SAO,MCZ,16,2,4011
9793,BH,POA,16,3,8734
9794,MCZ,SSA,20,2,6601
9795,PMW,POA,8,3,9414
9796,POA,FLN,10,1,7939
9797,RIO,BSB,10,4,2845
9798,PMW,MCZ,19,4,7115
9799,SAO,REC,1,3,9818
9800,SAO,BSB,10,5,4529
9801,SP,MCZ,14,4,8950
9802,RIO,BSB,16,4,3976
9803,MCZ,SAO,16,5,5169
9804,FLN,SAO,20,5,4625
9805,MCZ,FLN,13,4,3735
9806,SP,REC,10,1,9187
9807,SP,REC,19,5,8326
9808,MCZ,SP,12,5,6026
9809,BH,RIO,2,1,7080
9810,SP,PMW,19,2,2990
9811,SP,PMW,13,3,5378
9812,RIO,BSB,10,3,9625
9813,BH,SSA,6,5,6418
9814,SAO,FLN,10,5,3553
9815,BH,FLN,5,3,3831
9816,SP,POA,16,4,2491
9817,RIO,SSA,12,5,2612
9818,SAO,MCZ,8,4,4412
9819,BH,MCZ,13,3,5284
9820,SSA,POA,9,4,3520
9821,PMW,MCZ,18,3,2334
9822,MCZ,SSA,8,5,2792
9823,BSB,PMW,4,3,8936
9824,BSB,SSA,5,5,2970
9825,POA,REC,17,3,5185
9826,FLN,PMW,2,2,5878
9827,SP,POA,1,3,5410
9828,SAO,FLN,1,2,5384
9829,MCZ,BH,14,5,5114
9830,RIO,FLN,10,2,2475
9831,RIO,POA,6,1,6081
9832,BSB,SAO,5,1,9920
9833,SSA,SP,12,2,7684
9834,SSA,BSB,15,1,9621
9835,REC,MCZ,17,3,7598
9836,SAO,PMW,12,4,9955
9837,BH,SAO,20,5,2467
9838,SSA,SP,7,5,2316
9839,MCZ,BSB,10,2,4739
9840,MCZ,PMW,8,3,9146
9841,BH,FLN,11,2,2825
9842,BSB,POA,15,3,3174
9843,SAO,FLN,13,3,6005
9844,POA,MCZ,15,2,3291
9845,BSB,RIO,15,4,5231
9846,RIO,FLN,14,5,7723
9847,POA,MCZ,16,2,5287
9848,POA,PMW,20,3,7317
9849,RIO,PMW,6,2,5468
9850,FLN,SAO,19,2,8867
9851,SSA,RIO,19,5,8840
9852,SAO,PMW,7,2,7288
9853,SP,REC,12,3,5402
9854,REC,RIO,12,5,2061
9855,PMW,SP,6,4,9164
9856,SSA,RIO,9,2,8860
9857,SP,SSA,8,4,7134
9858,BSB,RIO,3,2,4208
9859,RIO,BSB,1,2,9092
9860,REC,MCZ,10,3,2711
9861,SP,FLN,15,5,3381
9862,RIO,MCZ,7,5,8750
9863,BH,SSA,11,4,2758
9864,RIO,BSB,11,2,8889
9865,SAO,RIO,16,4,7687
9866,SP,SAO,8,4,3282
9867,RIO,PMW,15,3,3945
9868,POA,BSB,18,4,5038
9869,SSA,RIO,13,4,4435
9870,POA,MCZ,7,2,2203
9871,REC,RIO,9,1,5272
9872,SSA,RIO,1,1,6878
9873,BH,POA,17,4,4632
9874,SSA,SAO,12,4,4125
9875,REC,RIO,1,5,3297
9876,MCZ,SSA,8,5,3254
9877,SSA,SAO,17,5,6437
9878,REC,POA,9,2,4118
9879,RIO,SSA,19,1,9677
9880,RIO,REC,20,2,3067
9881,BSB,FLN,19,3,6831
9882,SP,PMW,12,5,7889
