Cliente,Saída,Chegada,Estadia (em dias),Estrelas,Orçamento (em reais)
5072,MCZ,FLN,13,2,9700
5073,REC,FLN,3,2,9763
5074,BH,SP,6,3,4381
5075,RIO,PMW,14,5,9712
5076,FLN,BH,20,4,3767
5077,SP,REC,15,1,3076
5078,POA,SSA,16,5,4148
5079,BH,POA,13,3,7159
5080,FLN,BSB,4,4,2601
5081,REC,SP,1,1,9267
5082,PMW,POA,14,2,4035
5083,MCZ,RIO,19,4,7035
5084,MCZ,REC,10,1,4367
5085,PMW,REC,6,2,6178
5086,PMW,SP,13,2,6071
5087,SAO,FLN,14,1,7821
5088,RIO,PMW,2,3,4790
5089,SP,SAO,14,3,6778
5090,SSA,MCZ,9,5,2264
5091,FLN,PMW,13,5,3314
5092,PMW,RIO,20,4,7805
5093,SAO,POA,6,2,8116
5094,BH,RIO,19,2,4580
5095,BSB,MCZ,12,2,2190
5096,SP,BSB,11,3,8067
5097,REC,RIO,3,5,7573
5098,POA,PMW,13,5,5970
5099,BSB,RIO,15,3,3139
5100,SAO,REC,6,5,9865
5101,SSA,RIO,8,3,6837
5102,BH,BSB,2,1,3740
5103,FLN,BH,10,2,8014
5104,SP,RIO,11,3,9418
5105,SP,RIO,15,1,4795
5106,REC,BH,3,5,7936
5107,SSA,SAO,3,2,4165
5108,POA,RIO,3,5,9219
5109,RIO,BH,4,2,5618
5110,REC,BSB,20,2,6085
5111,FLN,PMW,12,1,2662
5112,SP,MCZ,15,5,9837
5113,BSB,FLN,20,1,9641
5114,REC,SAO,11,1,4570
5115,SAO,BH,20,2,8566
5116,PMW,POA,12,1,2035
5117,BSB,SP,1,3,3061
5118,SP,MCZ,6,4,5354
5119,BSB,PMW,5,5,9735
5120,POA,REC,13,4,6415
5121,PMW,SAO,7,1,9551
5122,POA,BSB,5,1,7353
5123,RIO,BSB,12,1,7357
5124,POA,FLN,19,1,2328
5125,SAO,SP,4,4,8213
5126,MCZ,SAO,17,3,5359
5127,FLN,BH,4,1,3346
5128,SP,REC,12,3,8260
5129,BSB,BH,11,5,4514
5130,SP,SAO,5,4,2335
5131,SP,BSB,1,2,2694
5132,SP,BSB,19,4,2358
5133,FLN,MCZ,4,1,3046
5134,SSA,RIO,18,4,3724
5135,SP,FLN,14,5,7135
5136,BH,MCZ,10,4,4942
5137,SSA,PMW,12,2,4517
5138,BSB,FLN,4,4,3315
5139,POA,BSB,10,1,5247
5140,SAO,SSA,12,4,3721
5141,POA,SSA,7,4,6554
5142,PMW,REC,17,3,8442
5143,FLN,BH,4,2,7872
5144,MCZ,REC,20,3,7749
5145,RIO,SSA,11,1,2877
5146,BH,MCZ,8,3,7269
5147,SP,POA,7,4,4594
5148,FLN,SSA,5,4,2735
5149,POA,BSB,17,3,5957
5150,POA,BSB,9,5,9121
5151,FLN,SSA,17,4,7800
5152,REC,RIO,10,1,5697
5153,FLN,BSB,9,1,8571
5154,SAO,SP,3,1,7597
5155,SP,FLN,17,1,2322
5156,POA,BSB,20,4,8914
5157,SP,BSB,16,1,8358
5158,SAO,RIO,20,2,4120
5159,RIO,BSB,14,2,5750
5160,POA,SP,9,1,9871
5161,RIO,SP,20,5,2383
5162,POA,SAO,9,4,9831
5163,POA,BSB,5,5,2634
5164,REC,PMW,16,3,9769
5165,SP,BH,6,1,8499
5166,BH,MCZ,12,1,6671
5167,BSB,REC,3,3,5946
5168,BSB,PMW,6,4,6792
5169,BSB,SP,10,3,9001
5170,SSA,REC,10,5,9896
5171,BH,SSA,2,5,3465
5172,PMW,BSB,13,5,2198
5173,REC,SSA,11,2,5110
5174,FLN,BSB,13,2,3336
5175,BSB,RIO,16,5,5252
5176,RIO,BSB,4,3,7670
5177,BH,POA,17,3,5002
5178,SAO,REC,12,4,5695
5179,FLN,SSA,18,5,9030
5180,FLN,SSA,14,3,9721
5181,FLN,BSB,11,3,9721
5182,RIO,SAO,1,5,8791
5183,FLN,BSB,11,4,8847
5184,RIO,BH,13,5,3482
5185,REC,FLN,20,1,6288
5186,BSB,REC,3,1,2623
5187,REC,FLN,9,2,4747
5188,BH,SP,1,5,9501
5189,FLN,POA,19,5,8353
5190,SSA,BSB,8,3,5735
5191,POA,BH,4,1,9200
5192,SSA,BSB,12,3,5943
5193,RIO,MCZ,1,3,9356
5194,MCZ,POA,1,2,8620
5195,REC,BH,15,4,4495
5196,BH,FLN,17,1,7040
5197,FLN,RIO,16,4,3945
5198,BH,PMW,5,4,5677
5199,MCZ,PMW,9,3,9574
5200,FLN,BH,11,2,2535
5201,PMW,MCZ,16,3,3943
5202,REC,SAO,6,1,6192
5203,PMW,SSA,16,1,9242
5204,REC,BSB,18,4,5313
5205,POA,MCZ,9,2,3020
5206,BH,REC,8,4,9674
5207,PMW,POA,1,2,6036
5208,SP,MCZ,19,5,3456
5209,MCZ,BH,4,4,9102
5210,SSA,BSB,12,5,7406
5211,POA,PMW,17,5,4730
5212,SSA,BH,1,2,4245
5213,SP,SAO,8,3,7194
5214,SSA,BSB,5,1,5236
5215,SSA,BH,9,5,3508
5216,REC,SP,19,2,6680
5217,SSA,PMW,10,3,7838
5218,POA,BSB,3,1,3688
5219,BH,RIO,2,2,5663
5220,BH,SAO,6,5,6301
5221,BSB,BH,2,1,9998
5222,SP,MCZ,7,5,4629
5223,REC,PMW,17,5,8079
5224,SSA,FLN,4,1,8025
5225,MCZ,PMW,4,3,8266
5226,REC,PMW,12,1,3223
5227,RIO,SAO,10,5,8917
5228,BH,SSA,9,1,4977
5229,REC,POA,14,5,9082
5230,REC,FLN,12,5,6926
5231,BH,PMW,14,3,5304
5232,FLN,POA,14,3,3789
5233,MCZ,RIO,8,4,8437
5234,MCZ,FLN,13,2,7384
5235,BSB,BH,2,1,9185
5236,SP,MCZ,10,3,2540
5237,RIO,PMW,20,3,9046
5238,PMW,SAO,10,5,5458
5239,MCZ,SAO,5,4,3132
5240,MCZ,RIO,13,3,9140
5241,BSB,PMW,11,1,6054
5242,POA,MCZ,1,5,9446
5243,FLN,BSB,5,1,8412
5244,BSB,PMW,7,4,8660
5245,BH,BSB,4,4,7571
5246,BSB,RIO,4,3,2452
5247,MCZ,REC,5,4,5474
5248,BH,REC,9,4,3200
5249,SSA,BH,2,4,8767
5250,SP,MCZ,15,4,7178
5251,FLN,SAO,1,4,3729
5252,MCZ,PMW,4,4,6671
5253,BSB,SSA,13,2,6912
5254,SSA,BSB,11,2,8072
5255,PMW,SSA,12,2,2197
5256,PMW,SP,3,1,3869
5257,REC,FLN,19,3,8340
5258,RIO,PMW,3,2,8244
5259,SSA,FLN,15,3,7392
5260,FLN,SAO,1,4,2637
5261,FLN,PMW,4,1,2293
5262,BSB,FLN,18,4,7405
5263,REC,FLN,17,5,3105
5264,REC,MCZ,10,1,7219
5265,BSB,FLN,16,4,6217
5266,SSA,BH,9,4,6093
5267,REC,FLN,1,4,4043
5268,SSA,MCZ,9,3,2242
5269,REC,SAO,19,3,2100
5270,SP,PMW,1,1,8206
5271,SAO,FLN,6,3,5622
5272,POA,BH,7,2,9211
5273,SSA,REC,6,4,4746
5274,BH,REC,2,4,9348
5275,POA,REC,15,5,2428
5276,BSB,SP,20,5,5292
5277,PMW,MCZ,11,3,3684
5278,REC,RIO,5,4,9508
5279,SSA,REC,15,5,5923
5280,POA,BSB,16,5,5692
5281,FLN,BSB,10,5,3395
5282,SP,MCZ,3,3,9214
5283,BSB,FLN,5,4,6529
5284,MCZ,BH,15,5,7499
5285,BSB,BH,6,3,9157
5286,MCZ,POA,12,1,3680
5287,BSB,REC,11,5,4738
5288,SAO,REC,3,2,4881
5289,FLN,REC,2,3,4454
5290,FLN,REC,8,2,8644
5291,BH,FLN,12,5,9338
5292,PMW,POA,18,4,6288
5293,SSA,MCZ,17,5,6731
5294,SP,FLN,10,1,7256
5295,SSA,BSB,6,5,4332
5296,PMW,MCZ,12,2,7003
5297,SAO,BH,14,4,3934
5298,SAO,POA,17,2,5328
5299,FLN,RIO,4,5,3924
5300,BH,FLN,17,5,6002
5301,SAO,BH,3,1,2556
5302,SAO,PMW,6,3,7478
5303,POA,SP,16,2,4404
5304,MCZ,POA,2,2,2845
5305,SP,RIO,14,5,8519
5306,BSB,RIO,14,1,9060
5307,PMW,BSB,13,5,3541
5308,POA,RIO,8,4,3203
5309,POA,MCZ,11,3,6990
5310,POA,PMW,5,2,7055
5311,SSA,BSB,12,3,9175
5312,MCZ,SP,16,3,5250
5313,SP,SSA,8,2,6465
5314,BSB,BH,10,3,3351
5315,REC,MCZ,1,3,7819
5316,PMW,BH,1,2,3525
5317,BH,SAO,16,3,7111
5318,BSB,FLN,4,5,2538
5319,PMW,FLN,14,4,2883
5320,PMW,FLN,10,5,7509
5321,POA,PMW,6,3,3046
5322,MCZ,SSA,10,4,3107
5323,SSA,POA,10,2,9636
5324,SSA,POA,5,3,3629
5325,MCZ,POA,16,5,6634
5326,POA,REC,3,5,4039
5327,RIO,SSA,12,2,9247
5328,FLN,MCZ,15,5,8198
5329,SSA,PMW,13,2,3503
5330,MCZ,RIO,18,3,4133
5331,BH,MCZ,13,1,9861
5332,REC,POA,2,5,7678
5333,SP,REC,6,2,2696
5334,SP,MCZ,7,2,5201
5335,FLN,BSB,19,5,3740
5336,POA,MCZ,8,1,9444
5337,POA,SSA,6,1,8738
5338,SAO,REC,7,1,3597
5339,FLN,MCZ,2,3,8266
5340,BSB,SSA,6,3,8894
5341,MCZ,FLN,4,1,8602
5342,REC,BSB,3,5,3026
5343,POA,SSA,17,3,2462
5344,SP,REC,17,5,6094
5345,FLN,POA,18,3,3826
5346,PMW,POA,10,3,5365
5347,REC,MCZ,13,3,8218
5348,POA,BSB,14,1,6231
5349,SSA,SAO,16,4,4544
5350,RIO,MCZ,6,5,3617
5351,SAO,SSA,8,2,3728
5352,BH,FLN,10,2,8101
5353,PMW,POA,20,2,2842
5354,MCZ,REC,20,1,2806
5355,SAO,SSA,18,1,4487
5356,MCZ,BH,13,4,3889
5357,SAO,POA,8,3,5902
5358,REC,SSA,11,1,4876
5359,BH,SSA,3,4,9659
5360,REC,SAO,19,3,2329
5361,BH,POA,5,2,8186
5362,SP,SAO,5,3,6827
5363,SAO,POA,12,1,6068
5364,PMW,FLN,1,5,3828
5365,BH,MCZ,16,3,2668
5366,BH,POA,15,4,5640
5367,FLN,SSA,15,2,2935
5368,SP,RIO,10,5,6539
5369,REC,SAO,10,2,4251
5370,SP,SAO,8,4,3349
5371,POA,BSB,19,4,8966
5372,REC,SAO,7,3,8059
5373,PMW,POA,4,5,4543
5374,POA,MCZ,13,2,7949
5375,POA,FLN,6,2,2418
5376,PMW,RIO,4,5,9489
5377,SSA,SP,5,1,5781
5378,REC,BSB,7,5,9309
5379,MCZ,SAO,1,2,2026
5380,RIO,SP,11,1,2284
5381,SP,MCZ,14,2,9715
5382,BSB,MCZ,20,3,5503
5383,PMW,REC,5,3,3905
5384,BH,BSB,12,4,3192
5385,FLN,REC,12,1,7801
5386,SSA,RIO,13,1,3486
5387,SAO,POA,1,5,8338
5388,PMW,SAO,15,5,4042
5389,POA,BH,1,5,3456
5390,SAO,FLN,12,5,7855
5391,SAO,BH,11,2,4890
5392,BH,FLN,5,1,6157
5393,FLN,REC,4,1,6683
5394,SSA,BH,2,4,3833
5395,PMW,MCZ,19,3,6646
5396,RIO,POA,17,5,4807
5397,SAO,POA,12,3,5985
5398,REC,BH,4,2,5727
5399,BSB,BH,7,1,9674
5400,RIO,BH,7,1,9510
5401,REC,BSB,9,1,8636
5402,BH,SP,7,3,3536
5403,REC,SP,5,1,2653
5404,BSB,SP,4,3,5770
5405,BH,PMW,13,1,7446
5406,POA,BH,1,1,7029
5407,BSB,BH,8,3,3969
5408,POA,PMW,3,5,7469
5409,MCZ,SP,2,2,3075
5410,BH,SAO,11,2,7751
5411,SSA,PMW,15,1,3699
5412,SSA,MCZ,16,4,6927
5413,BSB,MCZ,1,1,9740
5414,REC,BSB,18,4,2525
5415,POA,BSB,1,5,3317
5416,FLN,RIO,16,3,4113
5417,BH,FLN,17,2,4537
5418,SP,FLN,8,2,7697
5419,BSB,REC,20,2,3187
5420,FLN,BH,18,4,7624
5421,REC,PMW,5,1,5162
5422,SP,BSB,2,3,8446
5423,SSA,RIO,9,4,7744
5424,SSA,BH,11,3,3760
5425,BH,SAO,12,3,2081
5426,SAO,MCZ,14,1,5256
5427,MCZ,REC,8,5,9708
5428,SAO,FLN,6,3,2701
5429,RIO,MCZ,20,2,4482
5430,REC,RIO,7,5,5574
5431,MCZ,SSA,17,4,6871
5432,MCZ,SAO,3,4,7338
5433,SAO,BH,20,5,6001
5434,SAO,RIO,13,1,2160
5435,MCZ,SP,16,1,2376
5436,SSA,FLN,15,2,3579
5437,RIO,PMW,8,3,4281
5438,FLN,REC,19,4,3180
5439,REC,BH,3,4,9565
5440,REC,FLN,20,4,5486
5441,BH,FLN,11,1,5617
5442,MCZ,REC,8,1,9447
5443,BH,SP,18,5,5944
5444,MCZ,SSA,16,1,7089
5445,RIO,SSA,15,2,6359
5446,MCZ,REC,4,5,8354
5447,PMW,RIO,12,2,5502
5448,MCZ,SP,13,1,2461
5449,SAO,BSB,4,2,6882
5450,BSB,PMW,18,3,9321
5451,REC,MCZ,16,2,7940
5452,BSB,SP,9,1,5924
5453,SAO,PMW,5,1,7474
5454,FLN,PMW,19,1,4568
5455,PMW,SAO,9,2,8964
5456,PMW,BSB,2,1,8040
5457,FLN,SAO,1,4,9073
5458,SP,PMW,19,2,7396
5459,RIO,POA,15,1,4786
5460,POA,BH,11,4,2160
5461,BSB,RIO,2,2,4959
5462,BSB,SAO,4,2,8946
5463,BH,PMW,12,3,4783
5464,BSB,RIO,7,3,5799
5465,POA,RIO,9,1,8286
5466,MCZ,BSB,2,1,4859
5467,PMW,POA,1,3,8255
5468,PMW,FLN,12,4,5908
5469,BSB,SP,5,1,8611
5470,FLN,REC,10,2,9640
5471,FLN,SAO,11,1,9009
5472,PMW,SAO,3,4,9218
5473,SSA,SP,16,2,8341
5474,SAO,PMW,8,2,3187
5475,RIO,BSB,19,1,6965
5476,SAO,REC,6,4,5517
5477,SSA,RIO,9,1,8512
5478,SSA,MCZ,17,1,7366
5479,PMW,REC,14,1,3286
5480,FLN,BH,2,1,6624
5481,SSA,SAO,1,1,2434
5482,BH,MCZ,13,4,8795
5483,FLN,PMW,16,5,8893
5484,REC,BSB,12,1,4559
5485,RIO,PMW,7,2,5064
5486,BSB,SAO,15,1,5258
5487,SAO,REC,8,5,8304
5488,SSA,REC,2,2,2729
5489,RIO,REC,2,3,4253
5490,PMW,SSA,6,5,9179
5491,SAO,POA,19,1,2917
5492,REC,SAO,19,1,3810
5493,SAO,PMW,1,5,4259
5494,REC,RIO,19,3,9018
5495,MCZ,FLN,11,3,4187
5496,SSA,SAO,18,4,9647
5497,REC,SP,19,2,7306
5498,SAO,MCZ,9,5,4339
5499,SSA,FLN,10,1,8674
5500,SSA,BSB,11,2,6108
5501,MCZ,BSB,9,3,5867
5502,SSA,FLN,10,2,9195
5503,BH,MCZ,18,4,3918
5504,PMW,RIO,8,2,9554
5505,PMW,RIO,10,3,6078
5506,SP,POA,20,5,5321
5507,BSB,PMW,12,5,2477
5508,FLN,PMW,13,4,3386
5509,PMW,BSB,4,1,9476
5510,POA,SP,19,4,6147
5511,SAO,FLN,2,1,3919
5512,BSB,POA,5,4,9066
5513,BSB,REC,2,2,4581
5514,BH,SSA,19,5,6272
5515,SSA,SP,9,5,9380
5516,SAO,PMW,19,3,6581
5517,REC,PMW,19,5,8962
5518,SSA,FLN,18,1,7202
5519,BSB,MCZ,9,5,9610
5520,POA,RIO,19,3,9430
5521,REC,SP,3,2,2483
5522,SP,REC,16,2,3781
5523,MCZ,BH,18,5,6467
5524,PMW,POA,8,2,5786
5525,POA,SSA,2,4,4788
5526,BSB,RIO,1,5,7330
5527,PMW,BSB,14,1,3034
5528,RIO,MCZ,11,1,9647
5529,POA,PMW,16,1,7084
5530,SP,MCZ,15,5,2024
5531,FLN,REC,2,5,9936
5532,BSB,BH,20,4,3816
5533,SP,POA,2,3,8873
5534,FLN,PMW,2,5,8393
5535,REC,SP,18,5,6738
5536,MCZ,BSB,5,3,9243
5537,BH,RIO,9,1,8099
5538,SSA,SP,7,3,5049
5539,SP,POA,20,2,4828
5540,SAO,POA,18,4,8838
5541,PMW,SP,18,1,6977
5542,FLN,BSB,15,3,2707
5543,BSB,SSA,2,2,2824
5544,BSB,PMW,17,5,7330
5545,SP,MCZ,11,2,9642
5546,MCZ,SP,6,1,2182
5547,POA,SP,19,1,5661
5548,POA,BSB,8,4,8841
5549,MCZ,POA,7,1,6526
5550,REC,MCZ,7,2,5044
5551,REC,PMW,20,3,3519
5552,REC,PMW,15,2,6024
5553,MCZ,PMW,2,4,2119
5554,SSA,REC,18,1,5536
5555,SAO,FLN,6,1,7311
5556,SP,BSB,5,2,2429
5557,MCZ,REC,15,1,8624
5558,MCZ,SSA,11,3,7227
5559,REC,MCZ,11,1,2510
5560,SAO,BSB,2,3,5402
5561,SP,SAO,18,3,4273
5562,PMW,RIO,12,3,4761
5563,SP,REC,5,5,9147
5564,PMW,SP,20,5,7355
5565,REC,BH,5,1,7153
5566,POA,REC,3,3,9025
5567,SP,REC,15,3,2394
5568,MCZ,BSB,12,2,8535
5569,SSA,MCZ,3,5,2109
5570,RIO,SSA,9,5,3518
5571,MCZ,PMW,19,5,3594
5572,SAO,SSA,16,2,7567
5573,BH,SAO,5,4,7033
5574,MCZ,POA,15,2,5151
5575,POA,SSA,10,4,4363
5576,MCZ,BSB,9,5,8523
5577,BSB,SSA,11,4,3291
5578,RIO,POA,14,2,5192
5579,MCZ,POA,15,2,4270
5580,RIO,MCZ,9,4,2523
5581,REC,FLN,3,3,3796
5582,SP,POA,6,5,7115
5583,BH,FLN,15,5,5584
5584,MCZ,REC,10,1,9319
5585,SAO,RIO,6,4,2731
5586,POA,BSB,11,4,3739
5587,SP,PMW,13,4,4015
5588,BSB,RIO,1,5,6377
5589,RIO,PMW,20,4,9263
5590,FLN,BH,18,3,7497
5591,FLN,REC,16,3,7348
5592,RIO,REC,11,5,9235
5593,SP,FLN,18,5,9298
5594,SP,POA,19,3,4164
5595,FLN,POA,4,4,7256
5596,BSB,MCZ,13,2,8949
5597,SSA,RIO,16,5,7605
5598,BSB,POA,9,5,8716
5599,BH,SSA,15,3,2659
5600,SP,POA,2,5,9570
5601,BH,SAO,6,1,6899
5602,POA,SAO,16,2,7090
5603,POA,RIO,13,5,8374
5604,REC,SP,19,5,4638
5605,FLN,PMW,20,3,9045
5606,PMW,SP,4,3,6095
5607,MCZ,SAO,14,2,7326
5608,REC,PMW,7,3,3109
5609,SSA,PMW,19,4,7908
5610,REC,PMW,5,3,4936
5611,REC,FLN,7,3,9832
5612,REC,PMW,7,5,4513
5613,BH,REC,11,2,8766
5614,SP,SSA,15,2,2121
5615,MCZ,SP,5,1,8770
5616,BSB,REC,17,2,9849
5617,PMW,REC,19,2,8764
5618,FLN,BH,15,5,8132
5619,FLN,REC,8,1,8516
5620,SAO,POA,10,4,6680
5621,MCZ,SSA,13,3,2009
5622,BH,REC,10,3,5201
5623,PMW,FLN,3,3,4544
5624,PMW,RIO,19,1,4916
5625,FLN,SSA,20,1,9827
5626,SAO,REC,8,4,6390
5627,RIO,BH,6,1,6016
5628,MCZ,SP,3,1,8937
5629,MCZ,BH,1,3,2886
5630,FLN,BH,6,1,4643
5631,BSB,SP,8,3,7866
5632,REC,FLN,16,2,2696
5633,RIO,REC,18,4,7956
5634,REC,RIO,19,4,4102
5635,MCZ,SSA,14,5,6865
5636,SAO,POA,6,5,4337
5637,REC,POA,7,1,8571
5638,SAO,FLN,7,3,3971
5639,SSA,MCZ,19,4,7042
5640,RIO,BH,20,4,4219
5641,REC,MCZ,12,5,6656
5642,BSB,POA,4,1,8965
5643,BSB,POA,6,4,7557
5644,FLN,SAO,10,5,6725
5645,RIO,BSB,4,2,9917
5646,BH,BSB,9,2,2843
5647,REC,SAO,9,5,4292
5648,POA,PMW,13,1,6907
5649,PMW,REC,18,4,2393
5650,MCZ,FLN,20,4,5620
5651,SAO,MCZ,17,1,6134
5652,MCZ,SP,13,4,3115
5653,SP,SSA,1,4,9740
5654,RIO,PMW,12,4,6484
5655,REC,PMW,6,4,8492
5656,SSA,MCZ,16,5,8263
5657,MCZ,RIO,3,4,6145
5658,PMW,MCZ,9,4,3131
5659,POA,BH,7,3,4680
5660,PMW,FLN,14,2,3066
5661,POA,FLN,3,5,8853
5662,SP,PMW,1,5,4538
5663,REC,SAO,8,5,9566
5664,SSA,MCZ,2,2,8506
5665,BSB,REC,7,4,2208
5666,REC,SAO,18,4,6900
5667,RIO,BH,7,5,7140
5668,FLN,POA,20,3,7722
5669,POA,PMW,12,4,2014
5670,RIO,SSA,6,1,2352
5671,BH,SAO,12,5,9950
5672,MCZ,RIO,10,1,7537
5673,BH,FLN,8,4,3863
5674,BH,SP,3,2,2037
5675,SSA,FLN,10,2,6833
5676,BH,MCZ,1,3,2917
5677,FLN,RIO,4,2,8383
5678,BSB,FLN,5,5,6122
5679,REC,PMW,1,5,6616
5680,BH,SP,13,2,6788
5681,REC,RIO,16,4,5867
5682,SSA,BSB,19,1,6806
5683,REC,FLN,20,4,6904
5684,PMW,SSA,20,2,9093
5685,SP,POA,18,5,2102
5686,RIO,SP,16,5,8564
5687,POA,MCZ,11,2,5519
5688,PMW,BSB,2,5,5325
5689,POA,RIO,14,3,2438
5690,PMW,REC,17,1,6927
5691,SAO,PMW,9,2,8297
5692,SAO,BSB,4,2,6458
5693,RIO,MCZ,18,3,6818
5694,SAO,BH,4,3,8872
5695,SP,MCZ,10,2,3211
5696,SAO,BSB,15,3,7793
5697,FLN,BSB,15,2,8613
5698,BH,POA,12,3,2357
5699,BH,SP,10,1,6274
5700,PMW,POA,6,1,8166
5701,MCZ,SSA,13,1,9141
5702,PMW,SAO,11,1,7687
5703,POA,PMW,16,2,3818
5704,SP,SSA,10,3,5014
5705,SAO,SSA,9,5,9896
5706,REC,POA,9,1,9968
5707,FLN,SP,2,3,7228
5708,BH,POA,5,4,6361
5709,SP,BSB,14,1,5818
5710,MCZ,SAO,4,5,8367
5711,POA,SP,19,5,5567
5712,RIO,FLN,18,4,6178
5713,BH,FLN,10,4,3972
5714,BSB,REC,15,2,5377
5715,PMW,SP,13,3,6568
5716,SSA,PMW,6,4,7563
5717,BSB,SAO,20,1,3298
5718,BSB,MCZ,3,5,5214
5719,RIO,BH,7,3,4625
5720,POA,SP,7,4,8725
5721,POA,BH,4,3,7581
5722,SP,MCZ,15,1,7393
5723,BH,BSB,15,1,8072
5724,BH,RIO,9,2,4492
5725,FLN,REC,3,4,3569
5726,SSA,POA,10,4,4499
5727,MCZ,SAO,1,4,4100
5728,BH,MCZ,2,3,7308
5729,PMW,SP,15,2,8586
5730,REC,MCZ,14,1,8212
5731,MCZ,POA,8,4,4897
5732,SSA,PMW,8,5,4315
5733,RIO,SAO,17,3,7583
5734,BSB,POA,14,4,6660
5735,SP,SAO,19,4,9846
5736,MCZ,FLN,1,1,7019
5737,REC,BSB,8,2,6935
5738,REC,PMW,12,3,5401
5739,RIO,SAO,8,2,2490
5740,SAO,POA,10,3,9544
5741,SAO,BH,11,1,2932
5742,SAO,SP,3,4,8534
5743,REC,BSB,5,1,7820
5744,BSB,REC,14,1,4698
5745,SSA,BSB,1,5,7129
5746,SP,SSA,14,1,7097
5747,SP,SSA,14,2,3690
5748,SAO,POA,16,4,6378
5749,SP,PMW,2,2,3025
5750,MCZ,POA,13,2,2517
5751,SAO,BH,20,4,4248
5752,RIO,SAO,14,3,8694
5753,BH,POA,5,3,8904
5754,SAO,BH,14,1,5320
5755,SP,BH,14,2,2073
5756,BH,REC,4,5,8079
5757,PMW,RIO,16,4,2689
5758,BSB,POA,1,5,6332
5759,SSA,PMW,5,4,4304
5760,BSB,RIO,13,3,3322
5761,FLN,MCZ,20,4,7567
5762,SAO,MCZ,17,1,2218
5763,BSB,SSA,1,3,7842
5764,REC,SP,6,3,5789
5765,MCZ,BSB,20,1,3981
5766,REC,SP,7,5,7562
5767,FLN,POA,1,5,6489
5768,POA,SAO,12,3,6785
5769,MCZ,SAO,16,2,3601
5770,MCZ,BSB,6,5,3834
5771,FLN,SAO,15,2,3299
5772,REC,POA,14,3,7098
5773,SSA,SP,1,4,3027
5774,SAO,SP,10,1,9379
5775,BH,BSB,13,1,2772
5776,PMW,REC,9,5,5222
5777,SAO,BSB,4,3,7898
5778,SSA,RIO,5,4,2694
5779,FLN,PMW,11,2,6034
5780,PMW,SSA,4,5,7659
5781,BH,SSA,16,2,6084
5782,RIO,FLN,6,2,6552
5783,POA,BSB,1,1,7183
5784,SSA,REC,14,3,6813
5785,REC,MCZ,7,1,8094
5786,MCZ,REC,16,3,2036
5787,FLN,REC,13,4,9746
5788,REC,POA,8,3,5661
5789,RIO,PMW,15,1,9205
5790,SSA,FLN,17,2,9306
5791,REC,SP,18,2,6699
5792,PMW,FLN,1,5,8105
5793,SP,BSB,20,2,8075
5794,FLN,SAO,15,4,8585
5795,REC,BH,1,4,4229
5796,SAO,MCZ,1,4,2265
5797,RIO,BSB,14,2,2967
5798,POA,PMW,2,2,9751
5799,FLN,SSA,20,1,8723
5800,SAO,MCZ,13,4,8492
5801,RIO,SP,10,5,8890
5802,BH,PMW,2,2,3907
5803,POA,BH,5,1,2346
5804,RIO,PMW,8,5,9428
5805,SP,POA,5,1,7961
5806,SP,SAO,3,1,7303
5807,REC,RIO,12,1,3517
5808,MCZ,RIO,3,4,6694
5809,SP,POA,13,5,4224
5810,BH,SAO,17,4,9956
5811,SAO,POA,12,3,6598
5812,BH,BSB,6,3,5345
5813,SSA,SP,16,2,2676
5814,BH,SSA,20,5,3110
5815,FLN,PMW,19,3,9071
5816,REC,BSB,20,5,7407
5817,POA,SSA,1,4,9937
5818,SSA,PMW,20,3,5169
5819,SAO,BSB,13,1,7679
5820,REC,POA,9,4,5766
5821,BSB,REC,20,1,8512
5822,BSB,SP,4,3,6556
5823,BH,MCZ,18,3,5089
5824,BSB,SP,17,4,5723
5825,FLN,BH,10,2,9458
5826,MCZ,SSA,8,5,6978
5827,FLN,SAO,12,3,4455
5828,SP,BSB,14,4,2915
5829,PMW,SSA,9,2,7360
5830,BH,SP,2,2,9989
5831,PMW,RIO,5,3,4707
5832,BSB,SSA,11,3,5305
5833,FLN,BH,9,1,3360
5834,BSB,SSA,8,3,9636
5835,BH,BSB,11,2,9077
5836,PMW,SAO,17,1,8707
5837,SAO,POA,9,1,4656
5838,SAO,REC,3,3,4757
5839,RIO,SSA,3,3,2598
5840,POA,REC,9,4,2358
5841,REC,POA,19,5,7949
5842,MCZ,SSA,2,1,7986
5843,MCZ,BH,17,2,3205
5844,SAO,SP,18,5,3961
5845,BH,REC,14,2,4416
5846,REC,FLN,9,3,2785
5847,BH,SP,9,2,6741
5848,MCZ,REC,12,5,5026
5849,SP,MCZ,5,4,7953
5850,REC,BH,18,2,5318
5851,FLN,PMW,20,2,5440
5852,SSA,SP,8,4,9898
5853,SP,FLN,9,3,9824
5854,RIO,BH,2,5,6187
5855,REC,BH,2,5,4751
5856,PMW,SP,20,5,7358
5857,REC,POA,5,4,8054
5858,BH,POA,18,3,4093
5859,POA,BSB,8,1,7714
5860,SP,FLN,17,2,2228
5861,RIO,BH,5,1,7126
5862,SP,SSA,14,1,4621
5863,MCZ,BSB,16,3,5690
5864,PMW,RIO,19,2,7309
5865,REC,POA,2,3,3326
5866,PMW,MCZ,10,4,6546
5867,POA,PMW,9,1,9243
5868,POA,MCZ,1,1,8238
5869,POA,SSA,16,4,3037
5870,MCZ,BSB,6,2,5596
5871,SAO,MCZ,18,2,4409
